Distance (µm),K Wt%,Li Wt%,C Wt%,O Wt%,F Wt%,Na Wt%,Al Wt%,Si Wt%,
0,0.90805,0,9.535677,0.450276,0.335181,0,0.008848,88.76196,
0.0098584896097153,0.349595,0,9.637247,0.692475,0.211604,0,0.532137,88.57694,
0.0197169792194306,0.032134,0,10.22045,0.520404,0.213144,0,0,89.01387,
0.0295754688291459,0.093954,0,8.533299,0,0.270921,0,0.715695,90.38613,
0.0394339584388612,1.587125,0,10.96445,0.877625,2.010112,0.704726,0.219854,83.63611,
0.0492924480485772,0.672202,0,10.18853,0.361962,1.650333,0.07445,0.395879,86.65664,
0.0591509376582925,0.961066,0,11.23477,0.695818,0.389672,0.254301,0.468206,85.99617,
0.0690094272680078,0.331996,0,10.25371,0.762837,0.335668,0,0.461811,87.85397,
0.0788679168777231,0.134782,0,11.30057,0.603638,0.91755,0,0.273253,86.7702,
0.0887264064874384,0.650975,0,9.752756,0.594939,0.361865,0.271753,0.157529,88.21018,
0.0985848960971537,1.142095,0,10.39199,1.017325,1.500953,0,0,85.94764,
0.108443385706869,1.972698,0,10.06894,1.12509,1.196821,0,0,85.63645,
0.118301875316584,0.504492,0,10.82731,1.323348,0.957279,0.030336,0.072528,86.28471,
0.1281603649263,1.565203,0,9.736159,0.6204,1.526925,0,0.154064,86.39725,
0.138018854536015,0,0,11.91441,1.11843,1.960187,0.208322,1.144901,83.65375,
0.147877344145731,1.504485,0,10.33981,1.362378,0.797092,0,0.144442,85.85179,
0.157735833755446,1.056948,0,12.58894,0.791867,1.779687,0,0,83.78256,
0.167594323365162,0.774765,0,9.168747,0.530677,1.754619,0.900367,0.764332,86.10649,
0.177452812974877,2.504183,0,11.69001,1.056596,1.121364,0.195617,0,83.43224,
0.187311302584592,1.268155,0,10.8296,0.327485,1.035755,0.496916,0.387369,85.65472,
0.197169792194307,0.894163,0,10.59688,1.214509,0.868201,0.132109,0.423215,85.87093,
0.207028281804023,1.662446,0,10.80621,1.215189,1.203713,0,0,85.11244,
0.216886771413738,2.707899,0,8.957277,0.788758,1.132069,0.328682,1.365805,84.71951,
0.226745261023453,2.368325,0,12.37399,0.419809,0,0.359606,0,84.47827,
0.236603750633169,2.101208,0,10.04248,0,2.763793,0,0,85.09251,
0.246462240242885,2.387598,0,10.77497,0.761573,1.787672,0.335978,0.538762,83.41344,
0.2563207298526,1.372238,0,10.35333,0.416922,2.170478,0.209315,0.428533,85.04919,
0.266179219462315,1.548777,0,12.74451,1.198203,0.487364,0,0.655675,83.36547,
0.276037709072031,2.348285,0,10.88777,0.47149,1.177689,0.790709,0,84.32405,
0.285896198681746,0.821104,0,9.912313,0.343608,1.317551,0.179858,0.154372,87.27119,
0.295754688291461,2.333676,0,11.58139,0.664846,2.453281,0.315966,0,82.65084,
0.305613177901176,1.885355,0,11.25778,0.281486,1.147933,0.085359,0.126167,85.21592,
0.315471667510892,2.496428,0,9.552999,0.337592,1.098092,0.239164,0.054906,86.22082,
0.325330157120607,0.895146,0,11.37582,0.473075,1.144295,0.18685,0.280561,85.64425,
0.335188646730323,2.411259,0,12.55471,0.529591,1.139931,0.248886,0,83.11562,
0.345047136340038,4.012238,0,13.0427,0.848044,0.025601,0.405296,0,81.66612,
0.354905625949754,3.11304,0,12.13472,0.085784,2.707725,0.412387,0.611114,80.93523,
0.364764115559469,3.756573,0,12.10271,0.946216,2.509868,0.28986,0.017415,80.37737,
0.374622605169184,3.325679,0,11.32845,0.608004,2.628027,0.408974,0.237021,81.46385,
0.3844810947789,1.994517,0,10.64016,0.868103,2.304862,0.659235,0,83.53313,
0.394339584388615,2.993915,0,14.15883,0.66757,2.836826,0.357622,0.10503,78.8802,
0.40419807399833,5.302948,0,13.97339,1.632614,0,0.059455,0,79.03159,
0.414056563608046,2.324051,0,14.33112,0.771358,2.532465,0,0,80.041,
0.423915053217761,2.09202,0,11.79626,1.103715,0.505373,0.401191,0,84.10144,
0.433773542827477,3.062427,0,12.9688,0.418938,1.970258,0,0,81.57958,
0.443632032437192,3.066946,0,11.05548,0.52238,3.991008,0.535484,0.778235,80.05046,
0.453490522046907,4.118455,0,17.84518,0.708871,2.740458,0,0.331238,74.25579,
0.463349011656623,2.824594,0,17.86952,0,3.473037,0.344801,0.160328,75.32772,
0.473207501266338,2.773796,0,18.84686,0.090511,3.36566,0,0.595435,74.32774,
0.483065990876053,5.312464,0,15.2004,0.769212,2.936334,0.462704,0.60496,74.71392,
0.492924480485769,4.117177,0,13.58305,1.188624,3.87649,0.562268,0,76.67239,
0.502782970095484,3.080371,0,12.4758,0.825477,1.986832,0.434192,0.912954,80.28438,
0.512641459705199,3.67751,0,21.11259,0.757726,2.83391,0.190245,0.144199,71.28382,
0.522499949314915,4.171567,0,18.04882,0.240306,2.172114,0.401553,0.03751,74.92812,
0.532358438924631,5.127284,0,17.38201,0.158406,4.045119,0.16661,0.290803,72.82977,
0.542216928534346,4.634552,0,20.82709,0.695345,2.313528,0,0.513521,71.01597,
0.552075418144061,4.191543,0,16.7995,1.367914,2.468243,0.056403,0,75.1164,
0.561933907753776,4.435107,0,17.16825,0.911702,1.837375,0,0.90534,74.74223,
0.571792397363492,2.82342,0,20.94078,1.473556,4.859661,0.447793,0,69.45479,
0.581650886973207,4.37168,0,18.30968,0,5.004229,0.36838,0.136193,71.80984,
0.591509376582922,4.394379,0,18.44703,0.729574,2.555418,0,0,73.8736,
0.601367866192638,3.198704,0,21.2276,0.242556,3.611026,0.044887,0.597284,71.07794,
0.611226355802354,4.664902,0,21.66931,0,3.244896,0.074063,0.099982,70.24685,
0.621084845412069,5.586242,0,19.19311,0.992975,2.851355,0.801828,0.872079,69.70241,
0.630943335021784,3.270365,0,24.30221,0.652033,5.19447,0.175277,0.100803,66.30484,
0.640801824631499,4.680324,0,19.82195,1.014472,3.223867,0.521086,0.207626,70.53068,
0.650660314241215,4.278617,0,21.2661,0.758599,2.519035,0.187375,0.351986,70.63828,
0.66051880385093,3.681318,0,19.61212,1.135655,4.178439,0.975776,0.123547,70.29314,
0.670377293460645,3.262613,0,19.57474,0.183138,4.943188,0.552194,0,71.48413,
0.680235783070361,4.820497,0,22.47986,0.505665,3.945398,0.11356,0.23957,67.89545,
0.690094272680076,3.749137,0,22.33886,0.475087,3.498696,0.180595,0,69.75762,
0.699952762289792,4.273896,0,23.49517,0.644907,3.440959,0.331925,0.211348,67.60179,
0.709811251899507,2.666722,0,24.0362,0.672173,3.894849,0,0.29715,68.43291,
0.719669741509223,3.789279,0,22.7681,1.158892,5.400438,0.279465,0,66.60383,
0.729528231118938,3.122516,0,23.64604,0.596716,5.407396,0,0.082418,67.14491,
0.739386720728653,3.375427,0,23.53257,0.735712,4.620787,0,0.663883,67.07162,
0.749245210338369,3.20143,0,22.35806,0.565238,5.593783,0,0.192637,68.08885,
0.759103699948084,3.351081,0,22.94945,0.736891,5.648593,0.428863,0,66.88512,
0.768962189557799,2.703285,0,22.66519,1.657984,4.139071,0,0,68.83447,
0.778820679167515,4.015081,0,20.49405,1.201986,4.743158,0.15632,0,69.3894,
0.78867916877723,2.284079,0,22.77354,1.057473,4.177418,0.551799,0.39649,68.7592,
0.798537658386946,4.147837,0,24.3321,0,4.324241,0.170743,0,67.02508,
0.808396147996661,3.326047,0,23.47432,0.851668,5.859553,0.168969,0.309026,66.01042,
0.818254637606376,2.51701,0,22.15694,0.756005,6.332458,0.03223,0,68.20536,
0.828113127216092,3.978337,0,18.82635,0.532462,4.482486,0,0,72.18036,
0.837971616825807,3.774195,0,23.01418,0.029471,5.583388,0.015055,0,67.58371,
0.847830106435522,2.893271,0,20.91806,1.015021,4.783062,0,0,70.39059,
0.857688596045238,3.317586,0,23.33873,0.638592,4.574927,0.356645,0.295606,67.47791,
0.867547085654953,2.235047,0,19.30012,0.823436,6.218955,0.18279,0.191458,71.04819,
0.877405575264668,3.226113,0,20.94603,1.074407,5.748362,0.224745,0,68.78035,
0.887264064874384,2.336487,0,19.16886,0.721615,6.640881,0,0.4141,70.71806,
0.897122554484099,3.174727,0,21.29097,0.761295,5.741449,0.032146,0.324751,68.67467,
0.906981044093815,1.862025,0,22.68354,0.587103,6.076628,0,0.645644,68.14506,
0.91683953370353,3.054622,0,22.31454,0.723578,6.607436,0.441735,0.452418,66.40567,
0.926698023313245,2.298565,0,19.25941,0.570296,5.272039,0,0,72.59969,
0.936556512922961,2.720837,0,18.65098,0.849282,7.124467,0,0.107547,70.54689,
0.946415002532676,2.609482,0,21.95977,1.672836,4.569484,0,0.237022,68.95141,
0.956273492142391,2.795773,0,20.4843,1.046998,7.61758,0.00212,0.405602,67.64763,
0.966131981752107,1.905556,0,18.61347,1.280713,5.736099,0.019358,0.201563,72.24323,
0.975990471361822,2.175277,0,19.13253,0.87465,6.107347,0,0.189755,71.52045,
0.985848960971538,1.458981,0,18.74067,1.214264,5.590395,0.179471,0.106143,72.71007,
0.995707450581253,1.438587,0,16.09405,0.438782,6.918294,0.143739,0,74.96655,
1.00556594019097,1.489552,0,18.28495,0.402608,7.807743,0.285742,0.277145,71.45226,
1.01542442980068,1.212146,0,19.41488,1.488625,7.995321,0.121671,0.17714,69.59022,
1.0252829194104,1.673311,0,19.48126,0.563329,7.005603,0,0,71.27649,
1.03514140902011,2.673619,0,19.20414,0.770218,6.871937,0.348998,1.083537,69.04755,
1.04499989862983,1.91468,0,18.75929,1.265919,6.922242,0,0.665253,70.47262,
1.05485838823955,1.176695,0,15.19796,1.111321,7.028931,0,0.126756,75.35834,
1.06471687784926,2.204214,0,18.00748,1.170322,7.431102,0,0.057818,71.12906,
1.07457536745898,2.68228,0,17.13557,1.082094,7.136857,0,0.382362,71.58084,
1.08443385706869,2.410328,0,17.96727,0.595382,6.689795,0,0.42924,71.90798,
1.09429234667841,2.077519,0,18.7556,0,8.274939,0,0.167365,70.72457,
1.10415083628812,2.492154,0,17.47357,0.99205,5.234582,0,0.060583,73.74706,
1.11400932589784,1.444671,0,15.91249,0.809761,4.63485,0,0.360884,76.83734,
1.12386781550755,3.40858,0,17.08286,2.234123,5.654487,0.799035,0,70.82092,
1.13372630511727,1.242088,0,16.72823,0.983418,6.723347,0.083149,0.332745,73.90702,
1.14358479472698,1.956313,0,16.27469,0.661667,7.266985,0.253555,0.240302,73.34649,
1.1534432843367,3.074526,0,16.93885,1.466878,6.041356,0,0,72.47839,
1.16330177394641,2.835407,0,16.0712,1.358332,4.576589,0,0.583745,74.57473,
1.17316026355613,3.961488,0,16.88747,1.162179,6.535594,0,0,71.45327,
1.18301875316585,3.260782,0,15.19673,1.085777,5.820106,0,0,74.6366,
1.19287724277556,3.219056,0,15.28367,1.196673,5.126931,0.479079,0.694481,74.00011,
1.20273573238528,2.239359,0,15.5208,0.578815,7.146657,0,0.442069,74.0723,
1.21259422199499,1.998575,0,16.52807,0.619195,7.641472,0,0.354885,72.8578,
1.22245271160471,3.37185,0,17.12805,0.923761,3.834921,0.044648,0.27007,74.4267,
1.23231120121442,2.003448,0,17.42538,1.323384,4.887941,0,0.134715,74.22513,
1.24216969082414,2.741601,0,18.08395,0.908635,5.23979,0.531292,0.498372,71.99636,
1.25202818043385,4.252729,0,16.36421,1.578815,4.905087,0.167514,0.277492,72.45415,
1.26188667004357,3.319817,0,15.77009,0.849946,4.186231,0.372329,0,75.50159,
1.27174515965328,2.530034,0,16.33413,0.863078,6.109934,0.270862,0.340555,73.55141,
1.281603649263,2.791414,0,18.82581,1.164048,3.844893,0.403438,0.226587,72.74381,
1.29146213887271,3.757013,0,17.62897,0.837999,2.401767,0.13459,0.269359,74.97031,
1.30132062848243,3.486306,0,15.14262,1.089642,4.230586,0.248111,0.72751,75.07522,
1.31117911809214,3.544273,0,16.87179,1.448841,4.34388,0,0.591402,73.19981,
1.32103760770186,2.888164,0,18.24271,1.131708,5.101696,0.11259,0.045544,72.47758,
1.33089609731158,2.567529,0,18.9813,0.347959,4.094997,0.26664,0.403246,73.33833,
1.34075458692129,2.894863,0,19.15199,0.829184,3.667567,0,0.184923,73.27148,
1.35061307653101,2.485885,0,16.23157,1.084504,4.584755,0,0,75.61328,
1.36047156614072,3.159138,0,18.20411,0.781194,4.307264,0.397863,0.057019,73.09341,
1.37033005575044,2.504612,0,17.25107,0.958433,4.423239,0.435507,0,74.42713,
1.38018854536015,1.447786,0,17.7359,1.230547,4.353364,0,0.290262,74.94214,
1.39004703496987,4.05783,0,17.71882,1.203992,3.666071,0.079701,0.068632,73.20496,
1.39990552457958,2.349235,0,19.21125,0.276396,4.407647,0,0,73.75547,
1.4097640141893,2.742707,0,17.82904,0.92676,3.595737,0.085664,0.149653,74.67044,
1.41962250379901,2.21351,0,19.58673,0.930115,3.868283,0,0.041346,73.36002,
1.42948099340873,2.247577,0,18.68778,1.102275,2.780052,0,0.38371,74.79861,
1.43933948301844,2.909216,0,19.12311,0.808175,3.179302,0,0,73.9802,
1.44919797262816,1.902658,0,16.68071,0.862919,3.818349,0,0.23477,76.5006,
1.45905646223788,2.771867,0,18.22521,0.560224,2.260862,0,0.459105,75.72273,
1.46891495184759,2.033037,0,16.89226,0.689265,3.064874,0,0,77.32056,
1.47877344145731,2.401231,0,20.09722,0.319471,2.695867,0.307515,0,74.1787,
1.48863193106702,1.82239,0,18.26942,0.769063,3.010945,0.069528,0.284306,75.77435,
1.49849042067674,1.8201,0,18.40678,0.524547,3.136442,0,0,76.11213,
1.50834891028645,2.478974,0,17.81343,1.170436,2.555596,0,1.134501,74.84706,
1.51820739989617,1.066251,0,17.55959,1.01696,2.306603,0,0,78.0506,
1.52806588950588,1.870812,0,16.79468,0.442891,2.49572,0.677763,0,77.71814,
1.5379243791156,1.747236,0,16.37818,0.93819,1.166567,0.667496,0,79.10233,
1.54778286872531,1.089647,0,18.33177,0.941719,2.629997,0,0,77.00687,
1.55764135833503,1.955954,0,17.00478,0.062532,3.382938,0.02749,0.491933,77.07438,
1.56749984794475,2.606581,0,17.92315,0.885308,1.90239,0,0,76.68256,
1.57735833755446,1.050526,0,14.41466,0.334248,1.828094,0.248422,0.00753,82.11652,
1.58721682716418,1.860966,0,15.76096,0.484633,1.461848,0,0.096167,80.33543,
1.59707531677389,1.921143,0,16.49181,0.697892,1.474083,0.316572,0,79.0985,
1.60693380638361,1.458089,0,15.48867,0.924862,0.955752,0,0.420403,80.75223,
1.61679229599332,1.994578,0,19.71323,0.807607,1.64907,0.181742,0.211575,75.44219,
1.62665078560304,1.639298,0,17.11826,1.345374,1.268866,0.163747,0.667181,77.79727,
1.63650927521275,1.785292,0,16.54237,0.309919,0.93987,0,0.100383,80.32217,
1.64636776482247,1.558951,0,15.6064,0.794407,1.564566,0,0.323422,80.15225,
1.65622625443218,0,0,15.41881,0.850342,1.313307,0,0.310769,82.10677,
1.6660847440419,1.468316,0,15.66619,0.306009,1.615976,0.156316,0,80.78719,
1.67594323365161,1.846334,0,15.49586,0.654313,0.834284,0.055616,0,81.11359,
1.68580172326133,1.543395,0,14.08709,0.431144,1.191835,0.109949,0,82.63658,
1.69566021287105,0.502799,0,14.47695,0.255206,1.107395,0.381632,0.248292,83.02773,
1.70551870248076,1.06254,0,12.38849,0,1.400467,0.256826,0,84.89168,
1.71537719209048,0.865173,0,16.04077,0.939755,0.278438,0.137619,0.026451,81.71179,
1.72523568170019,0.351243,0,13.33664,0.563667,1.252759,0.253425,0.015726,84.22654,
1.73509417130991,1.336996,0,14.28415,0.314822,1.252877,0.197592,0.893005,81.72056,
1.74495266091962,0.717738,0,13.74141,0.504509,1.511177,0,0.669329,82.85583,
1.75481115052934,1.148005,0,14.23762,0.136881,0.591113,0,0,83.88638,
1.76466964013905,0.25629,0,12.22106,0.784346,1.184269,0.041562,0.482663,85.02982,
1.77452812974877,1.087447,0,14.50562,0.416196,0.719285,0,0.227438,83.04401,
1.78438661935848,0.183865,0,12.34775,0.867706,0.813214,0.036931,0.121906,85.62862,
1.7942451089682,1.09254,0,12.36605,0.242518,1.216529,0,0,85.08236,
1.80410359857791,1.310452,0,12.16185,0.141025,1.818258,0,0.3796,84.18882,
1.81396208818763,0.131429,0,10.8802,0.744892,1.006333,0.039863,0.239913,86.95737,
1.82382057779734,0.052388,0,12.51011,0.643621,0.552287,0.199533,0,86.04206,
1.83367906740706,0.327529,0,11.95442,0.207296,0.933636,0.020719,0.078246,86.47816,
1.84353755701678,0.254093,0,11.56309,0.123333,0.56431,0.048758,0.07593,87.37049,
1.85339604662649,0.801969,0,12.15838,0.007255,1.212542,0,0.551167,85.26868,
1.86325453623621,1.200647,0,12.30318,0.807722,1.479356,0.329832,0.068608,83.81065,
1.87311302584592,0,0,11.32916,0.451679,0.743614,0.135813,0.146355,87.19338,
1.88297151545564,0.738579,0,9.973048,0.170348,1.190455,0.283423,0.082874,87.56127,
1.89283000506535,0.373007,0,11.76108,0.256213,1.923389,0,0.116208,85.5701,
1.90268849467507,0.138354,0,8.423852,0.178723,0.958801,0,0.043668,90.2566,
1.91254698428478,0,0,10.85533,0.770719,0.49984,0.455434,0.220733,87.19794,
1.9224054738945,0.180522,0,11.13579,0.83939,0.944284,0.009295,0.422308,86.46841,
1.93226396350421,0,0,10.33824,0.633265,0.678587,0.304186,0,88.04572,
1.94212245311393,1.454648,0,9.640208,0,0.452838,0,0.150763,88.30154,
1.95198094272364,0.771435,0,10.81671,0.516873,0.811452,0.338395,0.030304,86.71483,
1.96183943233336,0,0,9.818997,0.259373,0.568676,0,0.290013,89.06294,
1.97169792194308,0,0,12.80198,0.64084,0.717699,0.139623,0.213868,85.48599,
1.98155641155279,0.926096,0,10.2313,0.16238,0.794612,0.002551,0,87.88306,
1.99141490116251,0.196209,0,9.125165,0.227437,1.570894,0.390558,0.228139,88.2616,
2.00127339077222,0.084884,0,8.352932,0.407594,0.781972,0,0.384939,89.98768,
2.01113188038194,0,0,10.15864,0.345451,0.960762,0.198779,0,88.33636,
2.02099036999165,0,0,8.866242,0.864413,1.05547,0,0,89.21387,
2.03084885960137,0.164092,0,8.790217,0.503029,1.621272,0,0,88.92139,
2.04070734921108,0.654155,0,7.876793,1.143925,0.735511,0,0.770476,88.81914,
2.0505658388208,0.388409,0,8.512188,0.424763,0.581714,0,0,90.09293,
2.06042432843051,0,0,8.394837,0.279642,1.264855,0,0.228115,89.83255,
2.07028281804023,0,0,8.837708,0.511479,0.760154,0,0.331842,89.55882,
2.08014130764994,0.549109,0,10.08971,0.09327,0.449029,0,0.241897,88.57699,
2.08999979725966,0.125258,0,9.430631,0.48588,1.491646,0,0.114097,88.35249,
2.09985828686938,0.552009,0,10.49568,0.188495,1.202008,0,0.316022,87.24578,
2.10971677647909,0,0,8.331833,0.489566,0.099412,0.155951,0.379611,90.54362,
2.11957526608881,0,0,8.613287,0.068265,0,0.095759,0.880076,90.34261,
2.12943375569852,0.14737,0,9.635163,0.075144,0.564424,0,0,89.5779,
2.13929224530824,0.010595,0,7.429527,0.532326,0,0.418024,0.140815,91.46871,
2.14915073491795,0.334356,0,8.581227,0.207476,0.497055,0,0.023785,90.3561,
2.15900922452767,0.187728,0,10.6159,0.21251,1.044827,0,0,87.93903,
2.16886771413738,0.290088,0,8.400762,0,0.147444,0.32434,0.223556,90.61381,
2.1787262037471,0.696483,0,7.225786,0.246566,1.007126,0.654955,0.177416,89.99167,
2.18858469335681,0,0,7.713911,0.275377,0.402756,0,0,91.60796,
2.19844318296653,0.152932,0,9.457359,0.19425,0.600608,0,0,89.59485,
2.20830167257624,0.519253,0,8.122711,0.487908,0.650388,0,0,90.21974,
2.21816016218596,0,0,9.104029,0.138858,0.898559,0,0.016793,89.84176,
2.22801865179567,0.572703,0,6.745989,0.31186,0,0.184956,0.353816,91.83067,
2.23787714140539,0,0,8.733464,0.111625,0.693987,0.385157,0,90.07577,
2.24773563101511,0,0,9.236788,0.544973,0.48529,0,0.106257,89.62669,
2.25759412062482,0,0,7.996329,0.385478,0.090843,0,0,91.52735,
2.26745261023454,0,0,7.716097,0.119324,0.099696,0,0,92.06488,
2.27731109984425,0.29928,0,8.678878,0.308899,0.736751,0.302816,0.056364,89.61701,
2.28716958945397,0.66266,0,7.954277,0.560573,0.484581,0,0.351698,89.98621,
2.29702807906368,0,0,7.605563,0.32893,0.379914,0.381364,0,91.30423,
2.3068865686734,0.120076,0,8.119272,0.506085,0.758815,0,0,90.49575,
2.31674505828311,0.272965,0,7.433017,0.492774,0.094849,0.315597,0,91.3908,
2.32660354789283,0,0,7.798671,0.211088,0.410707,0.142624,0.924105,90.5128,
2.33646203750254,0.189157,0,8.143337,0.006556,0.776215,0,0.089452,90.79528,
2.34632052711226,0,0,8.484746,0.60052,0.247093,0.141791,0.246926,90.27892,
2.35617901672197,1.101479,0,6.433767,0.691718,0.507312,0,0.376855,90.88887,
2.36603750633169,0,0,6.576378,0.615073,0.478053,0,0,92.3305,
2.37589599594141,0,0,6.921703,0.519762,0.450902,0,0.290318,91.81731,
2.38575448555112,0.199336,0,6.564647,0.486059,0.652686,0,0,92.09727,
2.39561297516084,0.098724,0,8.278637,0.110384,0.540826,0.028024,0.161713,90.78169,
2.40547146477055,0,0,8.383224,0.013879,0.336442,0,0.267294,90.99916,
2.41532995438027,0.987959,0,6.62668,0.234275,0.498369,0,0.382793,91.26992,
2.42518844398998,0.76918,0,7.093537,0.537065,0.520795,0,0.814282,90.26514,
